Sex;Provinces;Rates;Periodo;Total
Both sexes;02 Albacete;Employment rate;2004QIII;48.17
Both sexes;02 Albacete;Employment rate;2004QII;48.53
Both sexes;02 Albacete;Employment rate;2004QI;49.75
Both sexes;02 Albacete;Employment rate;2003QIV;48.55
Both sexes;02 Albacete;Employment rate;2003QIII;48.52
Both sexes;02 Albacete;Employment rate;2003QII;47.68
Both sexes;02 Albacete;Employment rate;2003QI;46.43
Both sexes;02 Albacete;Employment rate;2002QIV;47.93
Both sexes;02 Albacete;Employment rate;2002QIII;47.85
Both sexes;02 Albacete;Employment rate;2002QII;47.82
Both sexes;02 Albacete;Employment rate;2002QI;45.98
Both sexes;03 Alicante/Alacant;Activity rate;2023QII;57.66
Both sexes;03 Alicante/Alacant;Activity rate;2023QI;58.23
Both sexes;03 Alicante/Alacant;Activity rate;2022QIV;60.21
Both sexes;03 Alicante/Alacant;Activity rate;2022QIII;58.15
Both sexes;03 Alicante/Alacant;Activity rate;2022QII;57.08
Both sexes;03 Alicante/Alacant;Activity rate;2022QI;57.88
Both sexes;03 Alicante/Alacant;Activity rate;2021QIV;57.92
Both sexes;03 Alicante/Alacant;Activity rate;2021QIII;57.17
Both sexes;03 Alicante/Alacant;Activity rate;2021QII;55.89
Both sexes;03 Alicante/Alacant;Activity rate;2021QI;55.27
Both sexes;03 Alicante/Alacant;Activity rate;2020QIV;56.99
Both sexes;03 Alicante/Alacant;Activity rate;2020QIII;57.24
Both sexes;03 Alicante/Alacant;Activity rate;2020QII;54.22
Both sexes;03 Alicante/Alacant;Activity rate;2020QI;56.57
Both sexes;03 Alicante/Alacant;Activity rate;2019QIV;59.24
Both sexes;03 Alicante/Alacant;Activity rate;2019QIII;58.55
Both sexes;03 Alicante/Alacant;Activity rate;2019QII;58.61
Both sexes;03 Alicante/Alacant;Activity rate;2019QI;56.14
Both sexes;03 Alicante/Alacant;Activity rate;2018QIV;56.73
Both sexes;03 Alicante/Alacant;Activity rate;2018QIII;58.2
Both sexes;03 Alicante/Alacant;Activity rate;2018QII;57.23
Both sexes;03 Alicante/Alacant;Activity rate;2018QI;57.69
Both sexes;03 Alicante/Alacant;Activity rate;2017QIV;58.43
Both sexes;03 Alicante/Alacant;Activity rate;2017QIII;58.5
Both sexes;03 Alicante/Alacant;Activity rate;2017QII;58.74
Both sexes;03 Alicante/Alacant;Activity rate;2017QI;58.75
Both sexes;03 Alicante/Alacant;Activity rate;2016QIV;58.59
Both sexes;03 Alicante/Alacant;Activity rate;2016QIII;59.74
Both sexes;03 Alicante/Alacant;Activity rate;2016QII;60.44
Both sexes;03 Alicante/Alacant;Activity rate;2016QI;58.02
Both sexes;03 Alicante/Alacant;Activity rate;2015QIV;58.36
Both sexes;03 Alicante/Alacant;Activity rate;2015QIII;58.21
Both sexes;03 Alicante/Alacant;Activity rate;2015QII;58.36
Both sexes;03 Alicante/Alacant;Activity rate;2015QI;57.58
Both sexes;03 Alicante/Alacant;Activity rate;2014QIV;57.35
Both sexes;03 Alicante/Alacant;Activity rate;2014QIII;57.05
Both sexes;03 Alicante/Alacant;Activity rate;2014QII;57.75
Both sexes;03 Alicante/Alacant;Activity rate;2014QI;57.49
Both sexes;03 Alicante/Alacant;Activity rate;2013QIV;58.79
Both sexes;03 Alicante/Alacant;Activity rate;2013QIII;58.42
Both sexes;03 Alicante/Alacant;Activity rate;2013QII;58.26
Both sexes;03 Alicante/Alacant;Activity rate;2013QI;57.45
Both sexes;03 Alicante/Alacant;Activity rate;2012QIV;57.09
Both sexes;03 Alicante/Alacant;Activity rate;2012QIII;58.13
Both sexes;03 Alicante/Alacant;Activity rate;2012QII;58.65
Both sexes;03 Alicante/Alacant;Activity rate;2012QI;58.42
Both sexes;03 Alicante/Alacant;Activity rate;2011QIV;58.77
Both sexes;03 Alicante/Alacant;Activity rate;2011QIII;57.69
Both sexes;03 Alicante/Alacant;Activity rate;2011QII;57.67
Both sexes;03 Alicante/Alacant;Activity rate;2011QI;56.66
Both sexes;03 Alicante/Alacant;Activity rate;2010QIV;58.17
Both sexes;03 Alicante/Alacant;Activity rate;2010QIII;59.16
Both sexes;03 Alicante/Alacant;Activity rate;2010QII;58.23
Both sexes;03 Alicante/Alacant;Activity rate;2010QI;58.37
Both sexes;03 Alicante/Alacant;Activity rate;2009QIV;59.68
Both sexes;03 Alicante/Alacant;Activity rate;2009QIII;60.47
Both sexes;03 Alicante/Alacant;Activity rate;2009QII;60.67
Both sexes;03 Alicante/Alacant;Activity rate;2009QI;59.27
Both sexes;03 Alicante/Alacant;Activity rate;2008QIV;60.02
Both sexes;03 Alicante/Alacant;Activity rate;2008QIII;59
Both sexes;03 Alicante/Alacant;Activity rate;2008QII;59.16
Both sexes;03 Alicante/Alacant;Activity rate;2008QI;58.04
Both sexes;03 Alicante/Alacant;Activity rate;2007QIV;57.63
Both sexes;03 Alicante/Alacant;Activity rate;2007QIII;58.45
Both sexes;03 Alicante/Alacant;Activity rate;2007QII;57.98
Both sexes;03 Alicante/Alacant;Activity rate;2007QI;56.83
Both sexes;03 Alicante/Alacant;Activity rate;2006QIV;57.91
Both sexes;03 Alicante/Alacant;Activity rate;2006QIII;58.18
Both sexes;03 Alicante/Alacant;Activity rate;2006QII;58.33
Both sexes;03 Alicante/Alacant;Activity rate;2006QI;57.69
Both sexes;03 Alicante/Alacant;Activity rate;2005QIV;56.24
Both sexes;03 Alicante/Alacant;Activity rate;2005QIII;57.41
Both sexes;03 Alicante/Alacant;Activity rate;2005QII;57.65
Both sexes;03 Alicante/Alacant;Activity rate;2005QI;58.59
Both sexes;03 Alicante/Alacant;Activity rate;2004QIV;58.73
Both sexes;03 Alicante/Alacant;Activity rate;2004QIII;58.69
Both sexes;03 Alicante/Alacant;Activity rate;2004QII;57.76
Both sexes;03 Alicante/Alacant;Activity rate;2004QI;56.83
Both sexes;03 Alicante/Alacant;Activity rate;2003QIV;57.24
Both sexes;03 Alicante/Alacant;Activity rate;2003QIII;57.06
Both sexes;03 Alicante/Alacant;Activity rate;2003QII;54.98
Both sexes;03 Alicante/Alacant;Activity rate;2003QI;55.11
Both sexes;03 Alicante/Alacant;Activity rate;2002QIV;55.19
Both sexes;03 Alicante/Alacant;Activity rate;2002QIII;55.17
Both sexes;03 Alicante/Alacant;Activity rate;2002QII;55.51
Both sexes;03 Alicante/Alacant;Activity rate;2002QI;54.4
Both sexes;03 Alicante/Alacant;Unemployment rate;2023QII;12.67
Both sexes;03 Alicante/Alacant;Unemployment rate;2023QI;15.48
Both sexes;03 Alicante/Alacant;Unemployment rate;2022QIV;15.21
Both sexes;03 Alicante/Alacant;Unemployment rate;2022QIII;13.61
Both sexes;03 Alicante/Alacant;Unemployment rate;2022QII;14.13
Both sexes;03 Alicante/Alacant;Unemployment rate;2022QI;14.78
Both sexes;03 Alicante/Alacant;Unemployment rate;2021QIV;18.53
Both sexes;03 Alicante/Alacant;Unemployment rate;2021QIII;18.43
Both sexes;03 Alicante/Alacant;Unemployment rate;2021QII;17.93
Both sexes;03 Alicante/Alacant;Unemployment rate;2021QI;19.17
Both sexes;03 Alicante/Alacant;Unemployment rate;2020QIV;19.41
Both sexes;03 Alicante/Alacant;Unemployment rate;2020QIII;19.28
Both sexes;03 Alicante/Alacant;Unemployment rate;2020QII;18.41
Both sexes;03 Alicante/Alacant;Unemployment rate;2020QI;15.01
Both sexes;03 Alicante/Alacant;Unemployment rate;2019QIV;15.68
Both sexes;03 Alicante/Alacant;Unemployment rate;2019QIII;13.57
Both sexes;03 Alicante/Alacant;Unemployment rate;2019QII;14.71
Both sexes;03 Alicante/Alacant;Unemployment rate;2019QI;15.44
Both sexes;03 Alicante/Alacant;Unemployment rate;2018QIV;15.63
Both sexes;03 Alicante/Alacant;Unemployment rate;2018QIII;15.14
Both sexes;03 Alicante/Alacant;Unemployment rate;2018QII;15.6
Both sexes;03 Alicante/Alacant;Unemployment rate;2018QI;18.3
Both sexes;03 Alicante/Alacant;Unemployment rate;2017QIV;17.96
Both sexes;03 Alicante/Alacant;Unemployment rate;2017QIII;16.22
Both sexes;03 Alicante/Alacant;Unemployment rate;2017QII;18.48
Both sexes;03 Alicante/Alacant;Unemployment rate;2017QI;19.77
Both sexes;03 Alicante/Alacant;Unemployment rate;2016QIV;18.21
Both sexes;03 Alicante/Alacant;Unemployment rate;2016QIII;18.61
Both sexes;03 Alicante/Alacant;Unemployment rate;2016QII;22.74
Both sexes;03 Alicante/Alacant;Unemployment rate;2016QI;23.62
Both sexes;03 Alicante/Alacant;Unemployment rate;2015QIV;22.96
Both sexes;03 Alicante/Alacant;Unemployment rate;2015QIII;23.39
Both sexes;03 Alicante/Alacant;Unemployment rate;2015QII;24.11
Both sexes;03 Alicante/Alacant;Unemployment rate;2015QI;26.42
Both sexes;03 Alicante/Alacant;Unemployment rate;2014QIV;24.91
Both sexes;03 Alicante/Alacant;Unemployment rate;2014QIII;24.34
Both sexes;03 Alicante/Alacant;Unemployment rate;2014QII;26.08
Both sexes;03 Alicante/Alacant;Unemployment rate;2014QI;28.79
Both sexes;03 Alicante/Alacant;Unemployment rate;2013QIV;29.48
Both sexes;03 Alicante/Alacant;Unemployment rate;2013QIII;26.87
Both sexes;03 Alicante/Alacant;Unemployment rate;2013QII;27.33
Both sexes;03 Alicante/Alacant;Unemployment rate;2013QI;29.34
Both sexes;03 Alicante/Alacant;Unemployment rate;2012QIV;28.2
Both sexes;03 Alicante/Alacant;Unemployment rate;2012QIII;27.22
Both sexes;03 Alicante/Alacant;Unemployment rate;2012QII;27.29
Both sexes;03 Alicante/Alacant;Unemployment rate;2012QI;29.39
Both sexes;03 Alicante/Alacant;Unemployment rate;2011QIV;25.76
Both sexes;03 Alicante/Alacant;Unemployment rate;2011QIII;23.56
Both sexes;03 Alicante/Alacant;Unemployment rate;2011QII;22.73
Both sexes;03 Alicante/Alacant;Unemployment rate;2011QI;23.58
Both sexes;03 Alicante/Alacant;Unemployment rate;2010QIV;24.68
Both sexes;03 Alicante/Alacant;Unemployment rate;2010QIII;24.8
Both sexes;03 Alicante/Alacant;Unemployment rate;2010QII;23.96
Both sexes;03 Alicante/Alacant;Unemployment rate;2010QI;23.2
Both sexes;03 Alicante/Alacant;Unemployment rate;2009QIV;23.36
Both sexes;03 Alicante/Alacant;Unemployment rate;2009QIII;21.81
Both sexes;03 Alicante/Alacant;Unemployment rate;2009QII;21.25
Both sexes;03 Alicante/Alacant;Unemployment rate;2009QI;21.43
Both sexes;03 Alicante/Alacant;Unemployment rate;2008QIV;15.92
Both sexes;03 Alicante/Alacant;Unemployment rate;2008QIII;13.5
Both sexes;03 Alicante/Alacant;Unemployment rate;2008QII;13.57
Both sexes;03 Alicante/Alacant;Unemployment rate;2008QI;10.96
Both sexes;03 Alicante/Alacant;Unemployment rate;2007QIV;11.23
Both sexes;03 Alicante/Alacant;Unemployment rate;2007QIII;9.46
Both sexes;03 Alicante/Alacant;Unemployment rate;2007QII;10.39
Both sexes;03 Alicante/Alacant;Unemployment rate;2007QI;10.93
Both sexes;03 Alicante/Alacant;Unemployment rate;2006QIV;10.42
Both sexes;03 Alicante/Alacant;Unemployment rate;2006QIII;8.73
Both sexes;03 Alicante/Alacant;Unemployment rate;2006QII;8.48
Both sexes;03 Alicante/Alacant;Unemployment rate;2006QI;10.86
Both sexes;03 Alicante/Alacant;Unemployment rate;2005QIV;10.28
Both sexes;03 Alicante/Alacant;Unemployment rate;2005QIII;8.58
Both sexes;03 Alicante/Alacant;Unemployment rate;2005QII;9.38
Both sexes;03 Alicante/Alacant;Unemployment rate;2005QI;10.26
Both sexes;03 Alicante/Alacant;Unemployment rate;2004QIV;10.44
Both sexes;03 Alicante/Alacant;Unemployment rate;2004QIII;10.6
Both sexes;03 Alicante/Alacant;Unemployment rate;2004QII;11.15
Both sexes;03 Alicante/Alacant;Unemployment rate;2004QI;10.27
Both sexes;03 Alicante/Alacant;Unemployment rate;2003QIV;12.05
Both sexes;03 Alicante/Alacant;Unemployment rate;2003QIII;11.96
Both sexes;03 Alicante/Alacant;Unemployment rate;2003QII;12.54
Both sexes;03 Alicante/Alacant;Unemployment rate;2003QI;12.8
Both sexes;03 Alicante/Alacant;Unemployment rate;2002QIV;10.76
Both sexes;03 Alicante/Alacant;Unemployment rate;2002QIII;10.51
Both sexes;03 Alicante/Alacant;Unemployment rate;2002QII;11.47
Both sexes;03 Alicante/Alacant;Unemployment rate;2002QI;10
Both sexes;03 Alicante/Alacant;Employment rate;2023QII;50.36
Both sexes;03 Alicante/Alacant;Employment rate;2023QI;49.21
Both sexes;03 Alicante/Alacant;Employment rate;2022QIV;51.05
Both sexes;03 Alicante/Alacant;Employment rate;2022QIII;50.23
Both sexes;03 Alicante/Alacant;Employment rate;2022QII;49.01
Both sexes;03 Alicante/Alacant;Employment rate;2022QI;49.32
Both sexes;03 Alicante/Alacant;Employment rate;2021QIV;47.19
Both sexes;03 Alicante/Alacant;Employment rate;2021QIII;46.64
Both sexes;03 Alicante/Alacant;Employment rate;2021QII;45.86
Both sexes;03 Alicante/Alacant;Employment rate;2021QI;44.68
Both sexes;03 Alicante/Alacant;Employment rate;2020QIV;45.92
Both sexes;03 Alicante/Alacant;Employment rate;2020QIII;46.21
Both sexes;03 Alicante/Alacant;Employment rate;2020QII;44.23
Both sexes;03 Alicante/Alacant;Employment rate;2020QI;48.08
Both sexes;03 Alicante/Alacant;Employment rate;2019QIV;49.95
Both sexes;03 Alicante/Alacant;Employment rate;2019QIII;50.61
Both sexes;03 Alicante/Alacant;Employment rate;2019QII;49.99
Both sexes;03 Alicante/Alacant;Employment rate;2019QI;47.47
Both sexes;03 Alicante/Alacant;Employment rate;2018QIV;47.86
Both sexes;03 Alicante/Alacant;Employment rate;2018QIII;49.39
Both sexes;03 Alicante/Alacant;Employment rate;2018QII;48.3
Both sexes;03 Alicante/Alacant;Employment rate;2018QI;47.14
Both sexes;03 Alicante/Alacant;Employment rate;2017QIV;47.94
Both sexes;03 Alicante/Alacant;Employment rate;2017QIII;49.01
Both sexes;03 Alicante/Alacant;Employment rate;2017QII;47.89
Both sexes;03 Alicante/Alacant;Employment rate;2017QI;47.13
Both sexes;03 Alicante/Alacant;Employment rate;2016QIV;47.93
Both sexes;03 Alicante/Alacant;Employment rate;2016QIII;48.62
Both sexes;03 Alicante/Alacant;Employment rate;2016QII;46.7
Both sexes;03 Alicante/Alacant;Employment rate;2016QI;44.31
Both sexes;03 Alicante/Alacant;Employment rate;2015QIV;44.96
Both sexes;03 Alicante/Alacant;Employment rate;2015QIII;44.6
Both sexes;03 Alicante/Alacant;Employment rate;2015QII;44.29
Both sexes;03 Alicante/Alacant;Employment rate;2015QI;42.37
Both sexes;03 Alicante/Alacant;Employment rate;2014QIV;43.07
Both sexes;03 Alicante/Alacant;Employment rate;2014QIII;43.16
Both sexes;03 Alicante/Alacant;Employment rate;2014QII;42.69
Both sexes;03 Alicante/Alacant;Employment rate;2014QI;40.94
Both sexes;03 Alicante/Alacant;Employment rate;2013QIV;41.46
Both sexes;03 Alicante/Alacant;Employment rate;2013QIII;42.72
Both sexes;03 Alicante/Alacant;Employment rate;2013QII;42.33
Both sexes;03 Alicante/Alacant;Employment rate;2013QI;40.59
Both sexes;03 Alicante/Alacant;Employment rate;2012QIV;40.99
Both sexes;03 Alicante/Alacant;Employment rate;2012QIII;42.3
Both sexes;03 Alicante/Alacant;Employment rate;2012QII;42.64
Both sexes;03 Alicante/Alacant;Employment rate;2012QI;41.25
Both sexes;03 Alicante/Alacant;Employment rate;2011QIV;43.63
Both sexes;03 Alicante/Alacant;Employment rate;2011QIII;44.1
Both sexes;03 Alicante/Alacant;Employment rate;2011QII;44.56
Both sexes;03 Alicante/Alacant;Employment rate;2011QI;43.3
Both sexes;03 Alicante/Alacant;Employment rate;2010QIV;43.81
Both sexes;03 Alicante/Alacant;Employment rate;2010QIII;44.49
Both sexes;03 Alicante/Alacant;Employment rate;2010QII;44.28
Both sexes;03 Alicante/Alacant;Employment rate;2010QI;44.83
Both sexes;03 Alicante/Alacant;Employment rate;2009QIV;45.74
Both sexes;03 Alicante/Alacant;Employment rate;2009QIII;47.29
Both sexes;03 Alicante/Alacant;Employment rate;2009QII;47.78
Both sexes;03 Alicante/Alacant;Employment rate;2009QI;46.57
Both sexes;03 Alicante/Alacant;Employment rate;2008QIV;50.46
Both sexes;03 Alicante/Alacant;Employment rate;2008QIII;51.04
Both sexes;03 Alicante/Alacant;Employment rate;2008QII;51.13
Both sexes;03 Alicante/Alacant;Employment rate;2008QI;51.68
Both sexes;03 Alicante/Alacant;Employment rate;2007QIV;51.16
Both sexes;03 Alicante/Alacant;Employment rate;2007QIII;52.92
Both sexes;03 Alicante/Alacant;Employment rate;2007QII;51.96
Both sexes;03 Alicante/Alacant;Employment rate;2007QI;50.62
Both sexes;03 Alicante/Alacant;Employment rate;2006QIV;51.88
Both sexes;03 Alicante/Alacant;Employment rate;2006QIII;53.1
Both sexes;03 Alicante/Alacant;Employment rate;2006QII;53.38
Both sexes;03 Alicante/Alacant;Employment rate;2006QI;51.42
Both sexes;03 Alicante/Alacant;Employment rate;2005QIV;50.46
Both sexes;03 Alicante/Alacant;Employment rate;2005QIII;52.48
Both sexes;03 Alicante/Alacant;Employment rate;2005QII;52.24
Both sexes;03 Alicante/Alacant;Employment rate;2005QI;52.58
Both sexes;03 Alicante/Alacant;Employment rate;2004QIV;52.6
Both sexes;03 Alicante/Alacant;Employment rate;2004QIII;52.46
Both sexes;03 Alicante/Alacant;Employment rate;2004QII;51.32
Both sexes;03 Alicante/Alacant;Employment rate;2004QI;50.99
Both sexes;03 Alicante/Alacant;Employment rate;2003QIV;50.35
Both sexes;03 Alicante/Alacant;Employment rate;2003QIII;50.24
Both sexes;03 Alicante/Alacant;Employment rate;2003QII;48.08
Both sexes;03 Alicante/Alacant;Employment rate;2003QI;48.06
Both sexes;03 Alicante/Alacant;Employment rate;2002QIV;49.26
Both sexes;03 Alicante/Alacant;Employment rate;2002QIII;49.37
Both sexes;03 Alicante/Alacant;Employment rate;2002QII;49.14
Both sexes;03 Alicante/Alacant;Employment rate;2002QI;48.96
Both sexes;04 Almería;Activity rate;2023QII;61.68
Both sexes;04 Almería;Activity rate;2023QI;62.32
Both sexes;04 Almería;Activity rate;2022QIV;61.28
Both sexes;04 Almería;Activity rate;2022QIII;60.18
Both sexes;04 Almería;Activity rate;2022QII;61.31
Both sexes;04 Almería;Activity rate;2022QI;62.43
Both sexes;04 Almería;Activity rate;2021QIV;62.46
Both sexes;04 Almería;Activity rate;2021QIII;61.55
Both sexes;04 Almería;Activity rate;2021QII;60.54
Both sexes;04 Almería;Activity rate;2021QI;61.32
Both sexes;04 Almería;Activity rate;2020QIV;59.73
Both sexes;04 Almería;Activity rate;2020QIII;60.02
Both sexes;04 Almería;Activity rate;2020QII;54.35
Both sexes;04 Almería;Activity rate;2020QI;60.94
Both sexes;04 Almería;Activity rate;2019QIV;60.72
Both sexes;04 Almería;Activity rate;2019QIII;57.81
Both sexes;04 Almería;Activity rate;2019QII;58.55
Both sexes;04 Almería;Activity rate;2019QI;59.33
Both sexes;04 Almería;Activity rate;2018QIV;59.33
Both sexes;04 Almería;Activity rate;2018QIII;59.05
Both sexes;04 Almería;Activity rate;2018QII;58.38
Both sexes;04 Almería;Activity rate;2018QI;61.36
Both sexes;04 Almería;Activity rate;2017QIV;62.55
Both sexes;04 Almería;Activity rate;2017QIII;61.22
Both sexes;04 Almería;Activity rate;2017QII;60.69
